55												
# x y z												
0	1461.690063	0										
2.5	1462.279419	0										
5	1462.868896	0										
7.5	1463.458252	0										
10	1464.047729	0										
12.5	1464.637085	0										
15	1465.226563	0										
17.5	1465.815918	0										
20	1466.405273	0										
22.5	1466.994751	0										
25	1467.584106	0										
27.5	1468.173584	0										
30	1468.762939	0										
32.5	1469.352295	0										
35	1469.941772	0										
37.5	1470.531128	0										
40	1471.120605	0										
42.5	1471.709961	0										
45	1472.299438	0										
47.5	1472.888794	0										
50	1473.478149	0										
52.5	1473.99353	0										
55	1474.401489	0										
57.5	1474.809937	0										
60	1475.218872	0										
62.5	1475.628418	0										
65	1476.038452	0										
67.5	1476.448975	0										
70	1476.860107	0										
72.5	1477.271606	0										
75	1477.683716	0										
77.5	1478.096313	0										
80	1478.509521	0										
82.5	1478.923096	0										
95	1480.999146	0										
100	1481.83313	0										
102.5	1482.250977	0										
105	1482.669189	0										
107.5	1483.088013	0										
110	1483.507324	0										
112.5	1483.927246	0										
115	1484.347534	0										
117.5	1484.768433	0										
120	1485.189819	0										
122.5	1485.611816	0										
125	1486.03418	0										
127.5	1486.457153	0										
130	1486.75769	0										
132.5	1487.050415	0										
135	1487.34375	0										
137.5	1487.637451	0										
147.5	1488.817627	0										
150	1489.113892	0										
152.5	1489.410767	0										
157.5	1490.006104	0										
671												
# a b m n err i ip iperr k r rhoa u valid 												
1	4	2	3	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.47604789700000e+01	0.00000000000000e+00	1
2	5	3	4	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.65164550780000e+02	0.00000000000000e+00	1
3	6	4	5	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.98823120120000e+02	0.00000000000000e+00	1
4	7	5	6	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	4.37937713620000e+02	0.00000000000000e+00	1
5	8	6	7	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.54666992190000e+02	0.00000000000000e+00	1
6	9	7	8	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.15246093750000e+02	0.00000000000000e+00	1
